"Arizona Snowball, AZ","Arizona ","11500.0","9200.0","2300.0","6.0","40.0","777","0.37","287.49","0.42","326.34","0.21","163.17","35.32782","-111.69517","23","38","37","35","32","22","28","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Aspen Highlands, CO","Colorado","11675.0","8040.0","3635.0","5.0","118.0","1028","0.18","185.04","0.3","308.4","0.52","534.56","39.12","-106.85","30","42","39","31","33","22","24","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Aspen Mt, CO","Colorado","11212.0","7945.0","3267.0","8.0","76.0","673","0.0","0.0","0.48","323.04","0.52","349.96","39.17","-106.82","28","39","35","27","29","19","21","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Attitash, NH","New Hampshire ","2350.0","600.0","1750.0","11.0","76.0","310","0.2","62.0","0.47","145.7","0.33","102.3","44.09","-71.21","41","39","48","44","38","43","42","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Badger Mountain, WA","Washington","3800.0","3000.0","800.0","3.0","5.0","20","0.33","6.6","0.34","6.8","0.33","6.6","47.59","-120.19","30","32","36","33","26","23","26","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bald Mountain, ID","Idaho","4800.0","4000.0","684.0","2.0","nan","140","0.25","35.0","0.4","56.0","0.35","49.0","44.37","-114.35","35","43","31","28","20","16","23","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bear Creek Mountain, PA","Pennsylvania","1110.0","600.0","510.0","6.0","21.0","86","0.3","25.8","0.4","34.4","0.3","25.8","41.21","-75.68","44","45","46","46","42","48","38","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Bear Mountain, CA","California","8805.0","7140.0","1665.0","12.0","nan","748","0.3","224.4","0.4","299.2","0.3","224.4","37.1","-119.1","45","42","39","37","29","27","31","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Bear Paw, MT","Montana","5280.0","4200.0","900.0","1.0","11.0","80","0.25","20.0","0.25","20.0","0.5","40.0","41.78","-123.66","55","51","47","44","34","37","38","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Bear Valley Mt, CA","California","8500.0","6600.0","1900.0","9.0","75.0","1680","0.25","420.0","0.4","672.0","0.35","588.0","39.2","-122.44","66","63","64","59","54","53","52","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Bear's Den, ND","North Dakota","1190.0","900.0","290.0","3.0","8.0","30","0.25","7.5","0.5","15.0","0.25","7.5","46.53","-97.95","34","42","39","32","32","21","14","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Beaver Creek, CO","Colorado","11440.0","8100.0","3340.0","25.0","149.0","1832","0.19","348.08","0.64","1172.48","0.17","311.44","39.61","-106.53","34","43","42","34","37","25","27","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Beaver Mt, UT","Utah","8800.0","7100.0","1700.0","5.0","47.0","828","0.25","207.0","0.4","331.2","0.35","289.8","41.97","-111.57","28","33","25","24","21","10","16","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Beech Mountain, NC","North Carolina","5505.0","4675.0","830.0","10.0","15.0","95","0.3","28.5","0.4","38.0","0.3","28.5","36.22","-81.88","47","52","52","42","46","47","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Belleayre, NY","New York","3429.0","2025.0","1404.0","8.0","55.0","171","0.22","37.62","0.58","99.18","0.2","34.2","40.86","-73.4","52","51","57","57","50","57","50","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Berkshire East, MA","Massachusetts ","1840.0","660.0","1180.0","6.0","45.0","400","0.3","120.0","0.35","140.0","0.35","140.0","42.32","-73.17","41","40","45","46","40","49","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Big Boulder, PA","Pennsylvania","2175.0","1700.0","475.0","8.0","15.0","55","0.4","22.0","0.35","19.25","0.25","13.75","41.05","-75.59","45","46","47","46","43","49","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Big Powderhorn, MI","Michigan","600.0","1200.0","600.0","10.0","33.0","253","0.35","88.55","0.35","88.55","0.3","75.9","46.49","-90.1","39","39","47","34","34","36","27","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Big Sky, MT","Montana","11166.0","6800.0","4350.0","34.0","306.0","5800","0.15","870.0","0.25","1450.0","0.6","3480.0","45.29","-111.38","36","39","28","24","17","9","16","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bigrock, ME","Maine","1641.0","661.0","980.0","5.0","28.0","60","0.11","6.6","0.75","45.0","0.14","8.4","44.6","-67.94","50","41","52","50","41","50","53","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Bittersweet, MI","Michigan","nan","nan","350.0","12.0","20.0","110","0.3","33.0","0.6","66.0","0.1","11.0","43.38","-85.78","41","49","41","41","46","45","30","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Black Mountain, ME","Maine","2460.0","1080.0","1380.0","3.0","35.0","48","nan","0.0","nan","0.0","nan","0.0","45.18","-70.67","34","32","41","36","30","39","37","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Black Mountain, NH","New Hampshire ","3303.0","1250.0","1100.0","4.0","40.0","143","0.33","47.19","0.35","50.05","0.32","45.76","44.22","-71.16","36","33","41","37","31","37","35","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Blackjack, MI","Michigan","1650.0","1185.0","465.0","6.0","26.0","126","0.2","25.2","0.4","50.4","0.4","50.4","46.48","-89.99","39","39","47","34","33","36","27","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Blacktail Mountain, MT","Montana","6780.0","5340.0","1440.0","4.0","25.0","2500","0.15","375.0","0.7","1750.0","0.15","375.0","48.0","-114.36","31","34","27","27","14","11","16","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Blanford, MA","Massachusetts ","1685.0","1220.0","465.0","5.0","22.0","158","0.4","63.2","0.5","79.0","0.1","15.8","42.18","-72.93","46","46","50","51","45","52","45","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Blue Hills, MA ","Massachusetts ","635.0","326.0","309.0","4.0","12.0","60","0.25","15.0","0.5","30.0","0.25","15.0","41.81","-72.7","49","49","54","55","48","55","49","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Blue Knob, PA","Pennsylvania","3172.0","2074.0","1072.0","5.0","34.0","100","0.2","20.0","0.35","35.0","0.45","45.0","40.28","-78.55","42","44","46","40","40","44","33","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Blue Mountain, PA","Pennsylvania","1600.0","460.0","1082.0","13.0","39.0","164","0.41","67.24","0.13","21.32","0.46","75.44","40.19","-77.61","48","49","47","46","43","49","39","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Bogus Basin, ID","Idaho","7582.0","5800.0","1800.0","8.0","66.0","2600","0.22","572.0","0.45","1170.0","0.33","858.0","43.76","-116.1","38","42","29","28","21","15","20","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bolton Valley, VT","Vermont","3150.0","2100.0","1704.0","6.0","71.0","165","0.32","52.8","0.36","59.4","0.32","52.8","44.42","-72.85","36","33","39","38","31","43","33","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Boreal, CA","California","7700.0","7200.0","500.0","6.0","41.0","480","0.3","144.0","0.55","264.0","0.15","72.0","39.33","-120.35","45","46","44","43","32","32","35","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Boston Mills/Brandywine, OH","Ohio","660.0","420.0","264.0","16.0","17.0","88","0.27","23.76","0.27","23.76","0.46","40.48","40.07","-82.95","51","53","57","46","52","54","39","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Bottineau Winter Park, ND","North Dakota","2080.0","1880.0","250.0","5.0","9.0","40","0.4","16.0","0.4","16.0","0.2","8.0","48.83","-100.45","36","45","36","33","28","18","11","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bousquet, MA ","Massachusetts ","1875.0","1125.0","750.0","5.0","23.0","200","0.34","68.0","0.33","66.0","0.33","66.0","42.4","-71.39","51","49","55","56","48","55","52","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Boyce Park, PA","Pennsylvania","1232.0","1072.0","160.0","3.0","4.0","25","0.75","18.75","0.25","6.25","nan","0.0","40.46","-79.75","48","49","56","45","49","54","39","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Boyne Highlands, MI","Michigan","1290.0","745.0","552.0","8.0","55.0","435","0.37","160.95","0.29","126.15","0.34","147.9","45.47","-84.94","37","50","38","37","42","42","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Boyne Mountain, MI","Michigan","1120.0","620.0","500.0","10.0","60.0","415","0.29","120.35","0.41","170.15","0.3","124.5","45.17","-84.94","37","53","37","39","43","44","31","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Brantling, NY","New York","850.0","600.0","250.0","6.0","8.0","36","0.3","10.8","0.4","14.4","0.3","10.8","43.16","-77.06","48","50","50","46","46","56","40","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Breckenridge, CO","Colorado","12998.0","9600.0","3398.0","31.0","155.0","2358","0.14","330.12","0.31","730.98","0.55","1296.9","39.49","-106.03","26","43","39","30","33","20","25","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Bretton Woods, NH","New Hampshire ","3100.0","1600.0","1500.0","10.0","102.0","464","0.25","116.0","0.29","134.56","0.46","213.44","44.26","-71.45","40","36","46","42","35","44","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Brian Head, UT","Utah","10929.0","9600.0","1329.0","9.0","71.0","650","0.3","195.0","0.35","227.5","0.35","227.5","37.69","-112.86","27","37","33","31","28","15","24","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bridger Bowl, MT","Montana","8800.0","6100.0","2700.0","8.0","71.0","2000","0.2","400.0","0.3","600.0","0.5","1000.0","45.83","-110.89","37","44","32","31","19","11","19","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Brighton,  UT","Utah","10500.0","8755.0","1745.0","5.0","66.0","1050","0.21","220.5","0.4","420.0","0.39","409.5","40.6","-111.58","27","38","27","25","24","12","18","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bristol Mountain, NY","New York","2200.0","1000.0","1200.0","6.0","34.0","138","0.32","44.16","0.5","69.0","0.18","24.84","44.24","-73.1","44","43","45","42","40","52","42","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Bromley Mountain, VT ","Vermont","3284.0","1950.0","1334.0","10.0","46.0","300","0.35","105.0","0.34","102.0","0.31","93.0","43.23","-72.94","36","33","41","41","33","43","33","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Brundage, ID","Idaho","7640.0","5840.0","1800.0","5.0","46.0","1500","0.3","450.0","0.5","750.0","0.2","300.0","45.05","-116.12","39","37","28","23","18","14","18","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Bryce, VA","Virginia","1750.0","1250.0","500.0","7.0","8.0","25","0.34","8.5","0.33","8.25","0.33","8.25","38.75","-78.65","56","63","55","54","53","57","49","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Buck Hill, MN","Minnesota","nan","nan","310.0","9.0","16.0","45","0.4","18.0","0.4","18.0","0.2","9.0","44.72","-93.28","41","45","51","37","41","35","24","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Buena Vista, MN","Minnesota","1510.0","1280.0","230.0","5.0","16.0","30","0.2","6.0","0.55","16.5","0.25","7.5","47.57","-94.72","42","42","40","31","33","26","16","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Burke Mountain, VT","Vermont","3267.0","1267.0","2011.0","6.0","55.0","270","0.11","29.7","0.47","126.9","0.42","113.4","44.57","-71.9","36","30","38","35","32","44","36","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Buttermilk, CO","Colorado","9900.0","7870.0","2030.0","9.0","44.0","470","0.35","164.5","0.39","183.3","0.26","122.2","39.24","-104.91","33","53","54","45","50","25","35","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Caberfae Peaks, MI","Michigan","1545.0","1060.0","485.0","6.0","34.0","200","0.35","70.0","0.33","66.0","0.32","64.0","44.32","-85.6","37","51","33","37","42","41","28","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Camden Snow Bowl, ME","Maine","1093.0","150.0","943.0","4.0","11.0","80","0.2","16.0","0.6","48.0","0.2","16.0","44.21","-69.15","46","41","49","49","40","49","49","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Camelback Mountain, PA","Pennsylvania","2050.0","1239.0","800.0","15.0","34.0","160","0.39","62.4","0.26","41.6","0.35","56.0","41.05","-75.35","46","46","47","47","43","49","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Camp 10, WI","Wisconsin","nan","nan","240.0","4.0","14.0","120","0.4","48.0","0.4","48.0","0.2","24.0","45.4","-88.22","77","77","77","77","77","77","77","72.125","73.375","73.75","73.5","74.625","74.125","74.125","73.66071428571429","4"
"Campgaw Mountain, NJ","New Jersey","720.0","450.0","270.0","6.0","5.0","18","0.7","12.6","0.2","3.6","0.1","1.8","41.05","-74.21","50","51","52","54","48","54","48","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Canaan Valley, WV","West Virginia ","4280.0","3430.0","850.0","5.0","42.0","91","0.3","27.3","0.4","36.4","0.3","27.3","39.12","-79.37","45","49","54","41","46","50","36","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Cannon Mountain, NH","New Hampshire ","4080.0","1900.0","2180.0","10.0","73.0","264","0.21","55.44","0.47","124.08","0.32","84.48","44.15","-71.69","34","29","38","36","28","35","32","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Cannonsburg, MI","Michigan","nan","nan","250.0","10.0","19.0","100","0.2","20.0","0.25","25.0","0.55","55.0","43.06","-85.48","42","49","41","41","46","46","30","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Cascade Mountain, WI","Wisconsin","1280.0","820.0","460.0","10.0","35.0","160","0.38","60.8","0.24","38.4","0.38","60.8","43.49","-89.52","45","52","38","39","43","31","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Cataloochee, NC","North Carolina","5400.0","4660.0","740.0","5.0","12.0","50","0.25","12.5","0.5","25.0","0.25","12.5","35.63","-83.09","56","63","59","51","58","56","50","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Catamount, NY","New York","2000.0","1000.0","1000.0","6.0","33.0","130","0.32","41.6","0.33","42.9","0.35","45.5","44.59","-74.09","38","38","41","34","33","46","33","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Chester Bowl Park, MN","Minnesota","875.0","700.0","175.0","1.0","4.0","117","0.4","46.8","0.6","70.2","nan","0.0","46.73","-94.69","42","40","43","31","33","27","16","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Chestnut Mountain, IL","Illinois","1040.0","565.0","475.0","9.0","19.0","146","0.3","43.8","0.4","58.4","0.3","43.8","42.32","-90.38","51","55","42","44","49","34","35","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"China Peak, CA","California","8709.0","7030.0","1679.0","11.0","45.0","1200","0.11","132.0","0.28","336.0","0.61","732.0","40.9","-123.34","58","52","51","44","34","38","37","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Christie Mountain, WI","Wisconsin","1650.0","1300.0","350.0","5.0","21.0","100","0.4","40.0","0.25","25.0","0.35","35.0","45.19","-88.49","44","51","38","36","40","33","27","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Christmas Mountain, WI","Wisconsin","1250.0","1000.0","250.0","3.0","10.0","40","0.4","16.0","0.4","16.0","0.2","8.0","43.6","-89.87","46","53","39","39","42","30","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Clear Fork, OH","Ohio","2400.0","2100.0","300.0","6.0","9.0","60","0.29","17.4","0.42","25.2","0.29","17.4","41.68","-84.58","48","53","50","43","50","50","35","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Cloudmont, AL","Alabama","1800.0","1650.0","150.0","2.0","2.0","10","0.5","5.0","0.5","5.0","nan","0.0","33.4","-86.08","63","65","67","63","68","67","58","72.125","73.375","73.75","73.5","74.625","74.125","74.125","73.66071428571429","4"
"Cochran, VT","Vermont","1000.0","500.0","500.0","5.0","6.0","30","0.22","6.6","0.56","16.8","0.22","6.6","44.39","-72.97","45","43","48","43","41","53","43","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Coffee Mill, MN","Minnesota","1150.0","725.0","425.0","3.0","10.0","28","0.3","8.4","0.4","11.2","0.3","8.4","44.36","-92.04","48","54","40","43","40","29","32","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Cooper Spur, OR","Oregon","4350.0","4000.0","350.0","2.0","10.0","50","0.4","20.0","0.4","20.0","0.2","10.0","45.39","-121.67","47","36","28","30","22","22","23","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Copper Mt, CO","Colorado","12313.0","9712.0","2601.0","22.0","127.0","2465","0.21","517.65","0.25","616.25","0.54","1331.1","39.46","-106.17","18","32","28","20","22","11","14","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Cortina, NY","New York","2650.0","1925.0","725.0","4.0","18.0","87","0.45","39.15","0.5","43.5","0.05","4.35","43.15","-76.31","47","50","51","46","45","54","41","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
